Author,Institution,Country
"Zhang, Guixin",Dalian Med Univ,China
"Chen, Hailong",Dalian Med Univ,China
"Zheng, Dongdong",Second Hosp Jilin Univ,China
"Piao, Hulin",Second Hosp Jilin Univ,China
"Zhu, Zhicheng",Second Hosp Jilin Univ,China
"Wei, Ran",Second Hosp Jilin Univ,China
"Liu, Kexiang",Second Hosp Jilin Univ,China
"Liu, Jia",Second Hosp Jilin Univ,China
"Guo, Wei",Soochow Univ,China
"Zhang, Yi",Yale Univ,United States
"Yang, Juan",Zunyi Med Univ,China
"Li, Ji-da",Zunyi Med Univ,China
"Liu, Ping",China Anim Hlth & Epidemiol Ctr,China
"Zhang, Ren-jun",Ctr Anim Dis Control & Prevent GuiZhou Prov,China
"Bi, Yu-hai",Chinese Acad Sci,China
"Kubra, Khadeja-Tul",Univ Louisiana Monroe,United States
"Mu, Qinghua",First Peoples Hosp Lianyungang,China
"Li, Rong",First Peoples Hosp Lianyungang,China
"Guo, Zhongqiu",First Peoples Hosp Lianyungang,China
"Zhang, Chengxia",First Peoples Hosp Lianyungang,China
"Li, Yuhua",Huazhong Univ Sci & Technol,China
"Zhang, Furong",Huazhong Univ Sci & Technol,China
"Cui, Shengyu",Wuhan Univ,China
"Wu, Bing",Wuhan Univ,China
"Gao, Jixian",Wuhan Univ,China
"Li, Ming",Wuhan Univ,China
"Xia, Hao",Wuhan Univ,China
"Ye, Lifang",Fudan Univ,China
"Song, Jieqiong",Fudan Univ,China
"Zheng, Yijun",Fudan Univ,China
"Zhong, Ming",Fudan Univ,China
"Zhu, Duming",Fudan Univ,China
"Hu, Shuling",Fudan Univ,China
"Liu, Jun",Nanjing Med Univ,China
"Chen, Zhe",Wenzhou Med Univ,China
"Wen, Zhengde",Wenzhou Med Univ,China
"Tong, Kun",Wenzhou Med Univ,China
"Han, Xiuxia",Shandong Univ Hosp,China
"Millar, Michelle Warren",Univ Rochester,United States
"Fazal, Fabeha",Univ Rochester,United States
"Rahman, Arshad",Univ Rochester,United States
"Xue, Yao",Northwest Univ,China
"Zhang, Yunqian",Shanghai Jiao Tong Univ,China
"Wang, Yan",Shanghai Jiao Tong Univ,China
"Lv, Zhou",Shanghai Jiao Tong Univ,China
"Yang, Li-Qiao",Shanghai Jiao Tong Univ,China
"Li, Siyuan",Shanghai Jiao Tong Univ,China
"Chen, Li",Zhejiang Univ,China
"Hao, Xiuling",Hebei Med Univ,China
"Wei, Huiqiang",Hebei Med Univ,China
"Yang, Rui",China Med Univ,China
"Zhang, Xiaojuan",China Med Univ,China
"Youn, Ji Youn",Univ Calif Los Angeles,United States
"Li, Qian",Univ Calif Los Angeles,United States
"Huang, Kai",Univ Calif Los Angeles,United States
"Cai, Hua",Univ Calif Los Angeles,United States
"Wang, Jian",China Japan Friendship Hosp,China
"Zhang, Na",Anhui Med Univ,China
"Tang, Sihui",Second Peoples Hosp Hefei,China
"Zhang, Jinjin",Anhui Med Univ,China
"Pei, Biwei",Anhui Med Univ,China
"Pang, Tingting",Anhui Med Univ,China
"Sun, Gengyun",Anhui Med Univ,China
"Wang, Hongbo",Ningbo Univ,China
"Jin, Jianbo",Ningbo Univ,China
"Yang, Chunlin",Ningbo Univ,China
"Hu, Jingbo",Ningbo Univ,China
"Gonzalez-Rodriguez, Paloma",Getafe Univ Hosp,Spain
"Herrero, Raquel",Univ Washington,United States
"Sanchez, Gema",Getafe Univ Hosp,Spain
"Angel Lorente, Jose",Getafe Univ Hosp,Spain
"Huang, Huang",Univ Maryland,United States
"Zhu, Jing",Univ Maryland,United States
"Gu, Lili",Univ Maryland,United States
"Hu, Jiang",Univ Maryland,United States
"Feng, Xiujing",Univ Maryland,United States
"Wang, Sheng",Univ Maryland,United States
"Yang, Yang",Tongji Univ,China
"Cui, Ping",Univ Maryland,United States
"Lin, Shao-Hsuan",Univ Maryland,United States
"Suen, Andrew",Univ Maryland,United States
"Shimada, Briana K.",Univ Maryland,United States
"Williams, Brittney",Univ Maryland,United States
"Ke, Yunbo",Univ Chicago,United States
"Chao, Wei",Univ Maryland,United States
"Zou, Lin",Univ Maryland,United States
"Zhang, Chen-Ou",Univ Maryland,United States
"Huang, Weiliang",Univ Maryland,United States
"Kane, Maureen A.",Univ Maryland,United States
"Jiang, Zeyu",First Peoples Hosp Changzhou,China
"Yuan, Yan",First Peoples Hosp Changzhou,China
"Shen, Jiang",First Peoples Hosp Changzhou,China
"Chen, Yan",First Peoples Hosp Changzhou,China
"Tan, Jinyi",Changzhou Childrens Hosp,China
"Keskinidou, Chrysi",Natl & Kapodistrian Univ Athens,Greece
"Lotsios, Nikolaos S.",Natl & Kapodistrian Univ Athens,Greece
"Vassiliou, Alice G.",Natl & Kapodistrian Univ Athens,Greece
"Dimopoulou, Ioanna",Natl & Kapodistrian Univ Athens,Greece
"Kotanidou, Anastasia",Natl & Kapodistrian Univ Athens,Greece
"Orfanos, Stylianos E.",Natl & Kapodistrian Univ Athens,Greece
"Kim, Junghyun",Univ Maryland,United States
"Baalachandran, Ramasubramanian",Univ Maryland,United States
"Li, Yue",Univ Maryland,United States
"Karki, Pratap",Univ Maryland Hosp,United States
"Ramasubramanian, Baalachandran",Univ Maryland,United States
"Promnares, Kamoltip",Univ Maryland,United States
"Tanaka, Kenichi A.",Univ Maryland,United States
"Shen, Jia",Ningxia Med Univ,China
"Ma, Xiaojun",Peoples Hosp Ningxia Hui Autonomous Reg,China
"Wang, Xiaoyu",Binzhou Med Univ Hosp,China
"Guo, Lisha",Binzhou Med Univ Hosp,China
"Lin, Feixue",Binzhou Welf Inst,China
"Morsing, Sofia K. H.",Acad Med Ctr,Netherlands
"van Stalborch, Anne-Marieke D.",Acad Med Ctr,Netherlands
"van Buul, Jaap D.",Acad Med Ctr,Netherlands
"van der Laan, Eveline Zeeuw",Univ Amsterdam,Netherlands
"Kapur, Rick",Univ Amsterdam,Netherlands
"Vlaar, Alexander P.",Amsterdam UMC,Netherlands
"Zhu, Xiandong",Wenzhou Med Univ,China
"Duan, Feixiang",Wenzhou Med Univ,China
"Wang, Xiaowu",Wenzhou Med Univ,China
"Wang, Yongqiang",Wenzhou Med Univ,China
"Chen, Jiawei",Wenzhou Med Univ,China
"Zhang, Lanyu",Wenzhou Med Univ,China
"Wu, Minmin",Wenzhou Med Univ,China
"Chen, Bicheng",Wenzhou Med Coll,China
"Pan, Zhuo",First Peoples Hosp,China
"Zhang, Lei",Shanghai Jiao Tong Univ,China
"Li, Bin",Lanzhou Univ,China
"Zhang, Degang",Lanzhou Univ,China
"Yu, Qin",Lanzhou Univ,China
"Saini, Yogesh",Louisiana State Univ,United States
"Kousoulas, Konstantin G.",Louisiana State Univ,United States
"Zemskov, Evgeny A.",Florida Int Univ,United States
"Zemskova, Marina A.",Florida Int Univ,United States
"Wang, Ting",Univ Arizona,United States
"Tang, Haiyang",Univ Illinois,United States
"Black, Stephen M.",Florida Int Univ,United States
"Gross, Christine M.",Broward Hlth Med Ctr,United States
"Aggarwal, Saurabh",Univ Alabama Birmingham,United States
"Wu, Xiaomin",Univ Arizona Hlth Sci,United States
"Gu, Chenxin",Northwest A&F Univ,China
"Selickman, John",Univ Minnesota,United States
"Vrettou, Charikleia S.",Natl & Kapodistrian Univ Athens,Greece
"Mentzelopoulos, Spyros D.",Natl & Kapodistrian Univ Athens,Greece
"Le, Aiping",Nanchang Univ,China
"Liu, Wei",Fourth Mil Med Univ,China
"Wu, Chenggao",Nanchang Univ,China
"Hu, Piaoping",Nanchang Univ,China
"Zou, Juan",Nanchang Univ,China
"Wu, Yize",Nanchang Univ,China
"Kuang, Linju",Nanchang Univ,China
"Wang, Hui",Wenzhou Med Univ,China
"Cong, Linjing",Wenzhou Med Univ,China
"Yin, Xianghong",Wenzhou Med Univ,China
"Zhang, Nan",Southeast Univ,China
"Zhu, Min",Wenzhou Med Univ,China
"Sun, Tingting",Wenzhou Med Univ,China
"Fan, Junming",Wenzhou Med Univ,China
"Xue, Feng",Wenzhou Med Univ,China
"Fan, Xiaofang",Wenzhou Med Univ,China
"Gong, Yongsheng",Wenzhou Med Univ,China
"Ma, Luyu",Beijing Inst Radiat Med,China
"Ye, Yumeng",Beijing Inst Radiat Med,China
"Lu, Hao",Beijing Inst Radiat Med,China
"Zhao, Zhen",Beijing Inst Radiat Med,China
"Quan, Cheng",Beijing Inst Radiat Med,China
"Jia, Zhaoqian",Beijing Inst Radiat Med,China
"Lu, Yiming",Beijing Inst Radiat Med,China
"Li, Yang",Beijing Inst Radiat Med,China
"Zhou, Gangqiao",Beijing Inst Radiat Med,China
"Xing, Yuan",Hebei North Univ,China
"Zhang, Hui",Shanghai Jiao Tong Univ,China
"Jiang, Lai",Shanghai Jiao Tong Univ,China
"Hsieh, Po-Chun",Buddhist Tzu Chi Med Fdn,Taiwan
"Wu, Yao-Kuang",Buddhist Tzu Chi Med Fdn,Taiwan
"Yang, Mei-Chen",Buddhist Tzu Chi Med Fdn,Taiwan
"Su, Wen-Lin",Buddhist Tzu Chi Med Fdn,Taiwan
"Chin-Lan, Chou",Buddhist Tzu Chi Med Fdn,Taiwan
"Kuo, Chan-Yen",Buddhist Tzu Chi Med Fdn,Taiwan
"Zhang, Jiazhi",China Pharmaceut Univ,China
"Pan, Ziqian",China Pharmaceut Univ,China
"Zhou, Jianhao",China Pharmaceut Univ,China
"Zhang, Ling",China Pharmaceut Univ,China
"Tang, Jiahui",China Pharmaceut Univ,China
"Gong, Shuaishuai",China Pharmaceut Univ,China
"Yu, Boyang",China Pharmaceut Univ,China
"Zhang, Yuanyuan",China Pharmaceut Univ,China
"Kou, Junping",China Pharmaceut Univ,China
"Stevens, Reece P.",Univ S Alabama,United States
"Alexeyev, Mikhail F.",Univ S Alabama,United States
"Kozhukhar, Natalia",Univ S Alabama,United States
"Pastukh, Viktoria",Univ S Alabama,United States
"Paudel, Sunita S.",Univ S Alabama,United States
"Bell, Jessica",Univ S Alabama,United States
"Stevens, Troy",Univ S Alabama,United States
"Lee, Ji Young",Univ S Alabama,United States
"Tambe, Dhananjay T.",Univ S Alabama,United States
"Jonigk, Danny",Hannover Med Sch,Germany
"Werlein, Christopher",Hannover Med Sch,Germany
"Laenger, Florian",Hannover Med Sch,Germany
"Lee, Peter D.",UCL,United Kingdom
"Kauczor, Hans-Ulrich",Heidelberg Univ Hosp,Germany
"Ackermann, Maximilian",Univ Hosp Witten Herdecke,Germany
"Cui, Pei",924th Hosp Joint Logist Support Force Chinese PLA,China
"Tang, Zhiping",924th Hosp Joint Logist Support Force Chinese PLA,China
"Zhan, Qiu",924th Hosp Joint Logist Support Force Chinese PLA,China
"Deng, Chunjiang",924th Hosp Joint Logist Support Force Chinese PLA,China
"Lai, Yanhua",924th Hosp Joint Logist Support Force Chinese PLA,China
"Zhu, Fujun",924th Hosp Joint Logist Support Force Chinese PLA,China
"Xin, Haiming",924th Hosp Joint Logist Support Force Chinese PLA,China
"Li, Rongsheng",924th Hosp Joint Logist Support Force Chinese PLA,China
"Chen, Anning",924th Hosp Joint Logist Support Force Chinese PLA,China
"Tong, Yalin",924th Hosp Joint Logist Support Force Chinese PLA,China
"Wang, Wei",London Hlth Sci Ctr,Canada
"Zhao, Haomiao",Hainan Med Univ,China
"Xiong, Yuqing",Hainan Med Univ,China
"He, Ping",Hainan Med Univ,China
"Xu, Rongli",Hainan Med Univ,China
"Li, Chichi",Wenzhou Med Univ,China
"Wang, Min",Wenzhou Med Univ,China
"Wang, Wangjia",Wenzhou Med Univ,China
"Li, Yuping",Wenzhou Med Univ,China
"Zhang, Dan",Wenzhou Med Univ,China
"Jones, Nicole M.",Indiana Univ Sch Med,United States
"Smith, Patricia",Indiana Univ Sch Med,United States
"Sandusky, George E.",Indiana Univ Sch Med,United States
"Machado, Roberto F.",Univ Illinois,United States
"Sysol, Justin R.",Univ Illinois,United States
"Singla, Sunit",Univ Illinois,United States
"Wang, Huashan",Univ Illinois,United States
"Natarajan, Viswanathan",Univ Arizona,United States
"Dudek, Steven M.",Univ Illinois Hosp & Hlth Sci Syst,United States
"Fu, Zhiling",China Med Univ,China
"Wu, Xiuying",China Med Univ,China
"Zheng, Fushuang",China Med Univ,China
"Qian, Yisong",Nanchang Univ,China
"Wang, Ziwei",Nanchang Univ,China
"Lin, Hongru",Nanchang Univ,China
"Huang, Weilu",Nanchang Univ,China
"Wu, Xuehan",Nanchang Univ,China
"Zuo, Li",Nanchang Univ,China
"Wang, Ling-Fang",Nanchang Univ,China
"Guan, Xiao-Hui",Nanchang Univ,China
"Deng, Ke-Yu",Nanchang Univ,China
"Xin, Hong-Bo",Nanchang Univ,China
"Lei, Tianhua",Univ Missouri,United States
"Zhou, Zhou",Univ Missouri,United States
"Fu, Mingui",Univ Missouri,United States
"Deng, Wang",Chongqing Med Univ,China
"Peng, Junnan",Chongqing Med Univ,China
"Tang, Xumao",Chongqing Med Univ,China
"Yu, Qian",Chongqing Med Univ,China
"Bandela, Mounica",Univ Illinois,United States
"Belvitch, Patrick",Univ Illinois Hosp & Hlth Sci Syst,United States
"Evans, Colin E.",Univ Illinois,United States
"Peng, Yi",Ann & Robert H Lurie Childrens Hosp Chicago,United States
"Zhu, Maggie M.",Ann & Robert H Lurie Childrens Hosp Chicago,United States
"Dai, Zhiyu",Univ Illinois,United States
"Zhang, Xianming",Ann & Robert H Lurie Childrens Hosp Chicago,United States
"Zhao, You-Yang",Univ Illinois,United States
"Hao, Ying",Northwest Normal Univ,China
"Frimpong, Francis",Northwest Normal Univ,China
"Wang, Zhuang",Northwestern Polytech Univ,China
"Chen, Xingjuan",Northwestern Polytech Univ,China
"Wu, Yi-Hong",Chang Gung Mem Hosp,Taiwan
"Wei, Chen-Ying",Chang Gung Mem Hosp,Taiwan
"Hong, Wei-Chin",Chang Gung Mem Hosp,Taiwan
"Pang, Jong-Hwei Su",Chang Gung Univ,Taiwan
"Ren, Rui",Binzhou Med Univ,China
"Xu, Zehui",Binzhou Med Univ,China
"Wang, Xin",Binzhou Med Univ,China
"Jiang, Wanglin",Binzhou Med Univ,China
"Yu, Pengfei",Binzhou Med Univ,China
"Li, Zhan-Fei",Huazhong Univ Sci & Technol,China
"Wang, Yu-Chang",Huazhong Univ Sci & Technol,China
"Feng, Quan-Rui",Huazhong Univ Sci & Technol,China
"Zhuang, Yang-Fan",Huazhong Univ Sci & Technol,China
"Xie, Zhen-Xing",Huazhong Univ Sci & Technol,China
"Tang, Weifeng",Kunming Med Univ,China
"Yangzhong, Xiaoting",Kunming Med Univ,China
"Zhang, Xifeng",Kunming Med Univ,China
"Zu, Anju",Kunming Med Univ,China
"Hou, Yunjiao",Kunming Med Univ,China
"Li, Lin",Kunming Med Univ,China
"Sun, Shibo",Kunming Med Univ,China
"Liu, Huanlong",Hebei Med Univ,China
"Gao, Juan",Hebei Med Univ,China
"Pan, Zhenhua",Hebei Med Univ,China
"Ma, Xindi",Hebei Med Univ,China
"Cui, Junru",Hebei Med Univ,China
"Miao, Qingfeng",Hebei Med Univ,China
"Zhu, Zhongning",Hebei Med Univ,China
"Chen, Xueyan",Hebei Med Univ,China
"Su, Suwen",Hebei Med Univ,China
"Reade, Michael C.",Univ Queensland,Australia
"Fung, Yoke Lin",Univ Sunshine Coast,Australia
"Zhao, Ying",Shanghai Univ Sport,China
"Zhang, Shu-Li",Shanghai Univ Sport,China
"Wei, Juan",Shanghai Univ Sport,China
"Zheng, Liang-Liang",Shanghai Univ Sport,China
"Liu, Yu-Jian",Shanghai Univ Sport,China
"Du, Jian-Kui",Navy Med Univ,China
"Zhu, Xiao-Yan",Navy Med Univ,China
"Xu, Jinhao",Univ Calif San Diego,United States
"Xu, Le",Univ Calif San Diego,United States
"Sun, Xin",Univ Calif San Diego,United States
"Sui, Pengfei",Chinese Acad Sci,China
"Chen, Jiyuan",Univ Calif San Diego,United States
"Yuan, Jason X-J.",Univ Arizona Hlth Sci,United States
"Malhotra, Atul",Univ Calif San Diego,United States
"Crotty-Alexander, Laura",Univ Calif San Diego,United States
"Moya, Esteban A.",Univ Calif San Diego,United States
"Hume, Patrick",Natl Jewish Hlth,United States
"Janssen, William J.",Natl Jewish Hlth,United States
"Duran, Jason M.",Univ Calif San Diego,United States
"Thistlethwaite, Patricia",Univ Calif San Diego,United States
"Carlin, Aaron",Univ Calif San Diego,United States
"Gulleman, Peter",Vanderbilt Univ,United States
"Young, Lisa R.",Vanderbilt Univ,United States
"Banaschewski, Brandon",Childrens Hosp Philadelphia,United States
"Goldy, Mary Kate",Childrens Hosp Philadelphia,United States
"Pryhuber, Gloria",Univ Rochester,United States
"Deutsch, Gail",Univ Washington,United States
"Zhou, Yuhua",Shanghai Jiao Tong Univ,China
"Sheng, Huiqiu",Shanghai Jiao Tong Univ,China
"Mao, Enqiang",Shanghai Jiao Tong Univ,China
"Chen, Chunyan",Shanghai Jiao Tong Univ,China
"Guo, Xiaokui",Shanghai Jiao Tong Univ,China
"Li, Qingtian",Shanghai Jiao Tong Univ,China
"Meng, Shanshan",Southeast Univ,China
"Xia, Feiping",Southeast Univ,China
"Xu, Jingyuan",Southeast Univ,China
"Zhang, Xiwen",Southeast Univ,China
"Xue, Ming",Southeast Univ,China
"Gu, Mingyuan",Southeast Univ,China
"Guo, Fengmei",Southeast Univ,China
"Huang, Yingzi",Southeast Univ,China
"Qiu, Haibo",Southeast Univ,China
"Yang, Yi",Southeast Univ,China
"Alba, George A.",Massachusetts Gen Hosp,United States
"Hariri, Lida P.",Massachusetts Gen Hosp,United States
"Thompson, Boyd Taylor",Massachusetts Gen Hosp,United States
"Samokhin, Andriy O.",Brigham & Womens Hosp,United States
"Wang, Rui-Sheng",Brigham & Womens Hosp,United States
"Maron, Bradley A.",Brigham & Womens Hosp,United States
"Wertheim, Bradley M.",Brigham & Womens Hosp,United States
"Haley, Kathleen J.",Brigham & Womens Hosp,United States
"Padera, Robert F.",Brigham & Womens Hosp,United States
"Mitchell, Richard N.",Brigham & Womens Hosp,United States
"Vargas, Sara O.",Boston Childrens Hosp,United States
"Rosas, Ivan O.",Baylor Coll Med,United States
"Shih, Angela",Massachusetts Gen Hosp,United States
"Cai, Quan",China Med Univ,China
"Jin, Yan",China Med Univ,China
"Jia, Ziyi",China Med Univ,China
"Liu, Zhi",China Med Univ,China
"Hao, Wang",Cent South Univ,China
"Mei-Dong, Liu",Cent South Univ,China
"Ke, Liu",Cent South Univ,China
"Hua-Li, Zhang",Cent South Univ,China
"Ya-Xi, Zhu",Cent South Univ,China
"Xian-Zhong, Xiao",Cent South Univ,China
"Tao, Li",Jiaying Univ,China
"Gui, Xiao",Cent South Univ,China
"Otifi, Hassan M.",King Khalid Univ,Saudi Arabia
"Adiga, Balkur K.",King Khalid Univ,Saudi Arabia
"Zhu, Jiali",Shanghai Jiao Tong Univ,China
"Li, Jinbao",Shanghai Jiao Tong Univ,China
"Chung, Chun-Shiang",Brown Univ,United States
"Lomas-Neira, Joanne L.",Brown Univ,United States
"Ayala, Alfred",Brown Univ,United States
"Jones, Joshua H.",Univ Illinois,United States
"Minshall, Richard D.",Univ Illinois,United States
"Lamers, Mart M.",Erasmus MC,Netherlands
"Haagmans, Bart L.",Erasmus MC,Netherlands
"Wu, Yunhao",China Pharmaceut Univ,China
"Yu, Xiu",China Pharmaceut Univ,China
"Wang, Yuwei",China Pharmaceut Univ,China
"Huang, Yalin",China Pharmaceut Univ,China
"Jiang, Siyu",China Pharmaceut Univ,China
"Xia, Yuanli",China Pharmaceut Univ,China
"Kertesz, Zsuzsanna",Anglia Ruskin Univ,United Kingdom
"Chichger, Havovi",Anglia Ruskin Univ,United Kingdom
"Harrington, Elizabeth O.",Providence Vet Affairs Med Ctr,United States
"Braza, Julie",Providence Vet Affairs Med Ctr,United States
"Guarino, Brianna D.",Providence Vet Affairs Med Ctr,United States
"Zhang, Lishan",Sun Yat Sen Univ,China
"Nong, Jia",Univ Penn,United States
"Glassman, Patrick M.",Univ Penn,United States
"Muzykantov, Vladimir R.",Univ Penn,United States
"Fukatsu, Masahiko",Fukushima Med Univ,Japan
"Ohkawara, Hiroshi",Fukushima Med Univ,Japan
"Wang, Xintao",Fukushima Med Univ,Japan
"Alkebsi, Lobna",Fukushima Med Univ,Japan
"Furukawa, Miki",Fukushima Med Univ,Japan
"Mori, Hirotaka",Fukushima Med Univ,Japan
"Fukami, Miwa",Fukushima Med Univ,Japan
"Fukami, Shin-ichi",Fukushima Med Univ,Japan
"Sano, Takahiro",Fukushima Med Univ,Japan
"Takahashi, Hiroshi",Fukushima Med Univ,Japan
"Harada-Shirado, Kayo",Fukushima Med Univ,Japan
"Kimura, Satoshi",Fukushima Med Univ,Japan
"Ogawa, Kazuei",Fukushima Med Univ,Japan
"Ikezoe, Takayuki",Fukushima Med Univ,Japan
"Sugimoto, Koichi",Fukushima Med Univ,Japan
"Sun, Weifeng",China Agr Univ,China
"Wu, Weixin",China Agr Univ,China
"Jiang, Nan",China Agr Univ,China
"Ge, Xinna",China Agr Univ,China
"Zhang, Yongning",China Agr Univ,China
"Han, Jun",China Agr Univ,China
"Guo, Xin",China Agr Univ,China
"Zhou, Lei",China Agr Univ,China
"Yang, Hanchun",China Agr Univ,China
"Li, Haichang",Ohio State Univ,United States
"Li, Zhongguang",Ohio State Univ,United States
"Bian, Zehua",Ohio State Univ,United States
"Li, Xiuchun",Ohio State Univ,United States
"Choi, Kyounghan",Ohio State Univ,United States
"Cai, Chuanxi",Ohio State Univ,United States
"Zhou, Xinyu",Ohio State Univ,United States
"Tan, Tao",Ohio State Univ,United States
"Whitson, Bryan",Ohio State Univ,United States
"Ma, Jianjie",Ohio State Univ,United States
"Rosas, Lucia",Ohio State Univ,United States
"Davis, Ian",Ohio State Univ,United States
"Bergdall, Valerie",Ohio State Univ,United States
"Chen, Weiguo",Univ Illinois,United States
"Epshtein, Yulia",Univ Illinois,United States
"Jacobson, Jeffrey R.",Univ Illinois,United States
"Gard, Jamie M. C.",Univ Arizona,United States
"Cress, Anne E.",Univ Arizona,United States
"Sercundes, Michelle Klein",Univ Sao Paulo,Brazil
"Julio, Viviane da Silva",Univ Sao Paulo,Brazil
"Bella, Leonardo M.",Univ Sao Paulo,Brazil
"Quirino, Thatyane de Castro",Univ Sao Paulo,Brazil
"Debone, Daniela",Univ Sao Paulo,Brazil
"Martins, Joilson O.",Univ Sao Paulo,Brazil
"Epiphanio, Sabrina",Univ Sao Paulo,Brazil
"Ortolan, Luana dos Santos",Univ Sao Paulo,Brazil
"D'Imperio Lima, Maria Regina",Univ Sao Paulo,Brazil
"Alvarez, Jose M.",Univ Sao Paulo,Brazil
"Amarante-Mendes, Gustavo P.",Univ Sao Paulo,Brazil
"Carneiro-Ramos, Marcela S.",Univ Fed ABC,Brazil
"Christoffolete, Marcelo A.",Univ Fed ABC,Brazil
"Goncalves, Ligia Antunes",Univ Sao Paulo,Brazil
"Marinho, Claudio R. F.",Univ Sao Paulo,Brazil
"Ji, Juanjuan",Anhui Med Univ,China
"Ye, Wei",Anhui Med Univ,China
"Huang, Yi-Dan",Liuzhou Municipal Peoples Hosp,China
"Ma, Li",Liuzhou Municipal Peoples Hosp,China
"Li, Wen-Long",Liuzhou Municipal Peoples Hosp,China
"Zhou, Yi-Qi",Liuzhou Municipal Peoples Hosp,China
"Qin, Yuan-Hao",Liuzhou Municipal Peoples Hosp,China
"You, Zhi-Jian",Liuzhou Municipal Peoples Hosp,China
"Dong, Liang",Liuzhou Municipal Peoples Hosp,China
"Fang, Yu",Hunan Univ Chinese Med,China
"Feng, Peng-Jiu",Liuzhou Tradit Chinese Med Hosp,China
"Bouchard, Beth A.",Univ Vermont,United States
