Author,Citations
"Herwald, Heiko",14
Hu Guo-dong,15
Chen Ying-hua,15
Zhang Lu,15
Tong Wan-cheng,15
Cheng Yuan-xiong,15
Luo Ya-ling,15
Cai Shao-xi,15
Zhang Lin,15
"Chen, Yu",29
"Junger, Wolfgang",29
"Sakhatskyy, Pavlo",53
"Grinnell, Katie",53
"Ortiz, Melanie",53
"Wang, Yulian",53
"Sanchez-Esteban, Juan",53
"Dokpesi, Justina O.",51
"Tatham, Kate C.",29
"Wilson, Michael R.",51
"Shi, Xiaolian",122
"Xu, Jia",122
"Yin, Lianhua",122
"Xiao, Guozhi",122
"Scott, Melanie J.",122
"Wilson, Mark A.",122
"Xiao, Bo",10
"Xu, Jing",19
"Jiang, Peng",10
"Fang, Fang",10
"Huang, Jian",10
"Wang, Jianchun",10
"Gerber, Michael H.",114
"Menge, Tyler D.",114
"Wataha, Kathryn A.",114
"Zhao, Yuhai",114
"Baumgartner, John Adam",114
"Letourneau, Phillip A.",114
"Huby, Maria P.",114
"Baer, Lisa A.",114
"Salsbury, John R.",114
"Kozar, Rosemary A.",114
"Wade, Charles E.",114
"Walker, Peter A.",114
"Dash, Pramod K.",114
"Cox, Charles S., Jr.",114
"Doursout, Marie-Francoise",114
"Holcomb, John B.",114
"Krzyzaniak, Michael J.",40
"Peterson, Carrie Y.",40
"Loomis, William",40
"Wolf, Paul",40
"Kennedy, Vince",40
"Putnam, James G.",40
"Baird, Andrew",40
"van der Heijden, Melanie",34
"Paul, Marinus A.",34
"Groeneveld, A. B. Johan",34
"Losa, Davide",31
"Chanson, Marc",31
"Crespin, Sophie",31
"Yang, Yu",20
"Li, Qi",20
"Deng, Zhaoxia",20
"Zhang, Zhiyuan",20
"Xu, Jiancheng",20
"Gorshkova, Irina A.",90
"He, Donghong",90
"Su, Yanlin",90
"Pendyala, Srikanth",90
"Oskouian, Babak",90
"Saba, Julie D.",90
"Lindsay, Christopher D.",21
"Makarova, Anastasia M.",16
"Lebedeva, Tatiana V.",16
"Nassar, Taher",16
"Higazi, Abd Al-Roof",16
"Xue, Jing",16
"Carinato, Maria E.",16
"Bdeir, Khalil",16
"Cines, Douglas B.",16
"Stepanova, Victoria",16
"Simmons, J. T.",44
"Bertok, Szabolcs",22
"Dorr, Anthony D.",22
"Marczin, Nandor",22
"Zuleta, Andres",48
"Wakamoto, Shinobu",12
"Fujihara, Mitsuhiro",12
"Takahashi, Daisuke",12
"Niwa, Koichi",12
"Sato, Shinichiro",12
"Kato, Toshiaki",12
"Azuma, Hiroshi",12
"Ikeda, Hisami",12
"Zhang, Wan-Fu",11
"Zhu, Xiong-Xiang",11
"Xu, Cheng-Feng",11
"Wang, Yun-Chuan",11
"Lv, Gen-Fa",11
"Jang, An Soo",49
"Concel, Vincent J.",49
"Bein, Kiflai",49
"Brant, Kelly A.",49
"Liu, Shannen",49
"Pope-Varsalona, Hannah",49
"Dopico, Richard A., Jr.",49
"Di, Y. P. Peter",49
"Knoell, Daren L.",49
"Barchowsky, Aaron",49
"Leikauf, George D.",49
"Li, Hui-Hua",9
"Wasserloos, Karla J.",9
"Tyurina, Yulia Y.",9
"Kagan, Valerian E.",9
"Wang, Xiaorong",9
"Liu, Zhao-Qian",9
"Stoyanovsky, Detcho",9
"Zhang, Li-Ming",9
"Eun, John C.",16
"Lam, Chen-Fuh",37
"Roan, Jun-Neng",37
"Lee, Chou-Hwei",37
"Chang, Pei-Jung",37
"Huang, Chein-Chi",37
"Liu, Yen-Chin",37
"Jiang, Meei-Jyh",37
"Tsai, Yu-Chuan",37
"Wang, Yan-lei",58
"Hu, Sanyuan",58
"Reynolds, Albert B.",58
"Wolfson, Rachel K.",157
"Stowell, Sean R.",88
"Lee, Seon-Jin",93
"Choi, Augustine M. K.",93
"Perl, Mario",124
"Wasel, Wiebke",65
"Bohle, Rainer M.",65
"Hattar, Katja",65
"Reil, Angelika",65
"Bux, Juergen",65
"Devaney, James",33
"Contreras, Maya",33
"Gurzu, Simona",1
"Jung, Ioan",1
"Azamfirei, Leonard",1
"Shin, Bong Young",1
"Solomon, Raluca",1
"Demian, Daria",1
"Kovacs, Judith",1
"Kim, Han Kyeom",1
